38170583	81	8	4,5,2,0,0,7|0,4,3,0,0,1|9,7,2,1,2,5|4,1,2,0,1,7|0,2,2,1,2,2|7,4,2,0,1,2|2,1,2,0,0,3|1,6,3,1,3,1	2:2;7:2;3:2;7:2;1:3;5:2;2:2;1:3	9
38170583	81	8	8,4,2,1,2,5|2,7,2,0,1,3|3,5,3,0,0,6|9,7,2,1,2,0|8,3,2,0,1,3|6,6,2,0,1,4|3,9,3,0,1,5|5,3,2,1,3,1	4:2;1:2;5:3;3:2;5:2;6:3;3:2;0:2	9
38170583	81	8	5,4,3,0,1,4|1,1,3,0,0,1|1,7,3,0,0,0|4,6,2,1,3,7|8,0,2,1,2,2|5,6,3,1,2,7|3,5,2,0,0,2|1,2,2,1,3,5	5:2;1:3;2:2;7:5;0:3;2:2;4:3	9
38170583	81	8	7,0,2,0,1,6|3,0,3,0,1,6|8,6,2,0,0,0|4,5,3,0,1,5|5,2,3,1,2,2|6,0,3,1,3,6|0,4,2,0,1,3|4,6,3,0,0,5	2:3;5:3;6:3;5:3;0:2;6:5;3:2	9
38170583	81	8	2,3,3,1,2,2|0,8,3,0,0,5|8,2,3,1,3,0|1,2,2,0,1,2|5,6,2,1,2,0|0,2,3,1,3,7|6,1,2,1,2,5|9,8,2,1,3,2	2:2;7:3;5:3;0:3;5:2;2:3;0:2;2:2	9
38170583	81	8	6,5,3,1,2,7|3,6,2,1,2,1|1,9,2,0,1,4|2,3,2,1,2,3|5,3,2,1,2,0|8,0,3,1,3,4|1,2,2,1,3,7|9,5,2,1,2,5	3:2;1:2;7:2;4:2;7:3;0:2;5:2;4:3	9
38170583	81	8	8,7,3,1,2,4|2,2,3,0,1,1|2,9,2,0,1,0|9,2,2,1,2,1|6,4,3,1,3,6|1,5,3,0,1,1|8,2,3,1,2,5|7,1,2,1,3,2	1:3;0:2;2:2;5:3;1:3;4:3;1:2;6:3	9
38170583	81	8	0,7,2,0,1,0|7,3,2,0,0,3|2,3,2,1,2,0|1,9,3,0,1,4|7,5,3,1,3,1|8,5,2,1,2,5|8,1,2,0,1,0|3,1,3,0,1,2	0:2;4:3;5:2;0:2;1:3;0:2;2:3;3:2	9
38170583	81	8	9,5,2,1,2,6|7,4,3,0,1,4|7,0,3,1,3,3|7,6,2,0,0,0|2,2,2,0,0,5|1,2,3,1,3,1|5,6,3,1,3,0|1,6,3,0,0,6	5:2;3:3;1:3;6:3;0:2;6:2;4:3;0:3	9
38170583	81	8	7,2,3,0,1,0|3,8,2,0,0,2|7,3,3,1,2,3|7,8,3,0,0,7|8,9,2,0,0,2|2,1,3,0,1,3|3,5,3,1,2,5|2,3,3,0,1,7	7:3;3:3;2:2;5:3;7:3;2:2;0:3;3:3	9
38170583	81	8	2,5,2,1,3,1|3,5,2,1,2,7|3,7,2,1,3,7|5,6,2,0,1,6|2,2,2,1,3,5|9,7,3,1,3,2|5,1,2,1,3,5|5,5,3,0,1,6	1:2;5:2;7:2;6:5;2:3;5:2;7:2	9
38170583	81	8	4,6,2,0,1,5|1,4,3,0,1,2|3,7,2,0,0,1|3,9,3,0,0,5|2,6,2,1,2,0|0,2,3,1,2,1|3,1,3,1,2,2|0,8,2,0,0,5	0:2;1:3;2:3;5:3;1:2;5:2;2:3;5:2	9
38170583	91	9	6,0,2,1,2,5|2,1,3,0,0,6|6,5,2,1,2,6|7,1,3,1,3,7|0,2,3,1,3,1|7,0,2,0,0,1|5,4,3,0,0,2|1,5,2,1,3,2|4,7,2,0,1,0	1:5;6:3;0:2;5:2;6:2;2:3;7:3;2:2	10
38170583	91	9	5,6,2,1,2,1|5,2,3,0,1,6|1,4,3,1,2,6|5,8,3,0,0,0|4,5,2,1,3,7|3,7,2,1,2,3|6,4,3,0,1,0|9,5,2,1,2,7|8,6,3,1,3,6	0:6;7:2;6:3;7:2;6:3;1:2;3:2;6:3	10
38170583	91	9	5,7,3,1,3,5|0,1,3,0,0,0|7,3,3,1,3,6|1,4,3,1,2,3|2,5,2,0,1,1|4,1,3,1,2,5|5,2,3,0,1,7|6,5,3,1,2,5|2,6,3,0,1,5	1:2;3:3;5:6;7:3;6:3;5:3;0:3;5:3	10
38170583	91	9	5,7,2,1,3,0|2,8,2,0,0,6|1,7,3,0,0,1|4,4,2,0,0,4|6,3,2,1,2,1|4,3,2,0,0,0|1,9,3,0,0,3|1,3,3,1,3,0|8,4,2,1,2,2	4:2;3:3;6:2;2:2;1:3;0:5;1:2;0:2	10
38170583	91	9	8,2,2,0,0,7|2,5,3,0,0,1|6,1,2,1,2,5|6,0,3,0,1,4|5,1,3,1,2,3|6,8,2,0,1,1|1,3,2,0,0,4|5,7,3,0,1,0|1,7,3,0,1,2	5:2;7:2;0:3;2:3;1:2;4:5;3:3;1:3	10
38170583	91	9	2,2,2,1,3,5|7,4,3,0,1,0|5,0,3,1,2,6|6,3,3,1,2,5|3,4,2,1,2,5|8,3,2,0,0,6|7,1,2,0,1,1|1,6,3,0,1,1|6,7,3,0,1,7	5:2;0:3;7:3;1:3;6:5;5:5;1:2	10
38170583	91	9	2,3,2,1,3,0|0,8,2,1,2,3|7,4,3,1,3,3|1,5,2,0,1,0|7,9,2,0,1,0|2,9,3,0,1,1|8,4,2,1,2,4|3,1,2,0,0,4|6,3,3,1,2,0	0:2;4:2;3:3;0:2;3:2;0:2;4:2;0:3;1:3	10
38170583	91	9	3,2,3,0,1,6|7,4,3,1,2,3|3,7,2,0,0,2|3,9,2,0,0,3|6,5,3,1,3,3|7,8,3,0,0,5|2,8,3,0,0,2|1,1,2,0,1,6|6,3,3,0,0,3	3:6;6:3;2:5;3:3;6:2;5:3;3:2	10
38170583	91	9	6,5,3,0,0,0|5,0,3,1,2,2|8,2,2,0,1,2|1,1,2,1,2,0|9,8,2,1,2,2|0,3,2,1,2,6|4,4,3,1,3,1|2,6,3,1,3,6|7,6,3,0,1,6	0:3;2:2;6:3;2:3;6:2;1:3;2:2;0:2;6:3	10
38170583	91	9	4,3,2,1,2,0|8,7,2,0,1,7|5,4,2,1,3,3|0,4,3,0,0,1|7,0,3,1,3,2|1,8,3,0,0,4|8,5,2,1,2,5|7,8,3,0,0,7|4,2,3,0,1,5	5:2;2:3;0:2;3:2;1:3;7:2;4:3;5:3;7:3	10
38170583	91	9	3,4,3,0,1,5|2,6,3,1,3,5|2,2,3,1,2,3|9,7,2,1,3,7|8,4,2,1,2,4|7,2,3,0,1,6|6,8,2,0,1,0|0,5,3,1,3,0|5,9,2,0,0,3	7:2;3:2;5:3;6:3;4:2;5:3;3:3;0:5	10
38170583	91	9	0,0,3,0,1,0|2,2,2,0,0,7|4,4,3,0,0,5|6,9,3,0,1,0|4,1,3,1,2,2|4,5,3,1,3,6|2,3,2,0,0,3|5,7,2,1,3,6|7,3,2,0,1,0	5:3;2:3;0:8;6:5;3:2;7:2	10
38170583	101	10	4,1,2,1,3,4|7,9,2,0,0,5|5,3,2,1,2,4|8,4,3,1,3,1|0,3,3,0,1,6|9,2,3,1,3,5|6,0,3,0,0,4|1,2,2,0,1,7|6,4,3,1,3,7|5,2,3,0,1,3	5:3;4:5;3:3;7:3;5:2;1:3;7:2;4:2;6:3	11
38170583	101	10	8,5,2,0,1,2|9,3,2,1,3,0|5,2,3,0,1,4|8,2,3,1,2,4|5,9,2,0,1,1|4,0,3,1,2,6|2,3,3,0,1,0|2,5,3,0,0,2|4,4,2,0,0,1|0,3,3,1,3,0	2:3;4:3;2:2;0:3;1:2;6:3;1:2;4:3;0:5	11
38170583	101	10	6,4,3,0,0,1|2,6,3,0,1,6|1,8,2,0,1,2|4,1,2,0,0,2|4,5,2,0,1,1|0,9,3,0,1,1|1,3,3,1,2,7|6,9,3,0,1,6|8,2,2,1,3,7|4,0,3,0,1,5	2:2;6:3;7:3;1:3;7:2;6:3;2:2;5:3;1:5	11
38170583	101	10	8,0,3,1,3,3|8,5,2,1,3,2|1,6,3,0,1,5|3,3,2,1,2,6|6,4,3,1,2,7|5,6,3,1,3,3|6,2,2,1,2,3|1,7,2,1,3,1|1,1,2,0,1,2|4,1,2,0,1,6	1:2;6:2;5:3;6:2;2:2;3:2;2:2;3:6;7:3	11
38170583	101	10	5,9,2,0,1,3|1,6,2,0,1,5|7,6,3,1,2,4|3,1,3,0,0,4|8,1,2,1,3,4|6,0,3,1,3,4|0,5,3,1,2,6|4,4,2,0,0,4|2,0,3,1,2,3|0,1,2,1,2,3	4:3;3:2;4:2;5:2;3:2;6:3;4:3;3:3;4:5	11
38170583	101	10	0,5,2,0,1,2|9,4,3,1,3,3|4,5,3,1,2,7|8,9,2,0,1,6|6,3,3,0,0,4|7,1,3,0,0,7|2,2,3,0,0,2|5,0,3,1,3,2|1,3,2,0,0,4|7,7,2,1,2,2	2:2;7:3;6:2;2:3;3:3;7:3;2:5;4:5	11
38170583	101	10	0,2,3,0,0,1|2,5,2,1,3,0|2,8,3,0,0,5|1,0,2,0,0,5|6,8,3,0,0,7|7,3,2,1,2,4|3,5,3,1,3,3|4,5,2,0,0,1|1,5,2,1,2,7|4,3,3,0,1,1	5:3;7:2;5:2;7:3;3:3;1:8;4:2;0:2	11
38170583	101	10	5,0,3,0,1,2|7,4,2,1,2,2|6,2,2,1,2,3|5,1,3,0,0,6|2,7,3,1,2,3|8,0,3,1,2,5|3,3,3,0,0,0|6,6,3,1,3,5|0,1,3,0,0,6|5,6,2,1,2,5	2:2;5:5;6:3;0:3;2:3;3:2;6:3;5:3;3:3	11
38170583	101	10	0,3,2,1,3,7|1,3,3,1,2,2|5,1,2,1,2,0|3,5,3,0,1,7|1,9,2,0,1,2|4,6,2,1,2,0|8,0,3,1,3,4|8,7,2,0,1,6|3,8,3,0,0,7|9,4,3,1,3,1	6:2;0:2;2:5;4:3;7:5;1:3;0:2;7:3	11
38170583	101	10	2,1,2,1,3,0|6,8,2,0,0,3|1,5,2,0,0,6|3,6,3,0,1,5|3,7,3,0,1,7|5,1,3,0,0,1|1,3,3,0,1,4|1,8,3,0,0,5|3,1,2,1,2,7|0,6,3,0,1,0	6:2;7:2;1:3;5:3;4:3;5:3;7:3;3:2;0:5	11
38170583	101	10	7,5,2,0,0,5|5,1,2,0,1,4|7,6,2,0,0,4|1,6,3,0,0,1|8,4,2,0,0,6|4,2,2,1,3,0|9,1,2,1,2,5|1,0,2,0,0,6|8,1,3,1,2,6|6,6,3,1,2,3	4:2;5:2;0:2;6:5;5:2;3:3;1:3;4:2;6:2	11
38170583	101	10	2,5,3,1,2,0|2,1,3,0,1,4|0,6,2,1,3,0|8,6,2,0,0,0|5,8,2,0,1,5|2,2,3,0,1,0|2,3,2,1,2,7|9,3,3,1,2,0|6,4,2,0,1,7|5,5,3,1,2,1	4:3;7:4;0:5;1:3;5:2;0:8	11
38170583	112	11	9,5,3,1,2,1|7,1,3,1,2,0|3,1,2,1,2,0|8,8,2,1,3,2|2,2,3,1,2,4|5,5,2,0,1,7|5,7,3,0,0,4|9,0,2,1,2,6|5,0,2,1,3,5|6,8,2,0,1,3|3,5,2,0,1,6	6:2;3:2;1:3;2:2;5:2;4:3;0:5;7:2;4:3;6:2	13
38170583	112	11	0,8,2,0,0,2|3,1,2,1,2,2|6,0,2,0,1,4|0,3,2,1,2,1|2,8,3,0,0,1|0,5,3,0,0,6|4,9,3,0,1,6|8,7,2,0,0,5|5,1,3,0,0,3|3,4,2,0,1,1|4,0,2,0,1,3	2:2;5:2;1:2;3:3;1:2;6:3;1:3;2:2;6:3;4:2;3:2	13
38170583	112	11	6,2,2,1,2,5|5,6,3,0,1,5|5,0,3,1,2,1|1,7,2,0,1,4|6,4,3,0,0,4|9,7,3,1,3,6|1,8,2,0,1,3|3,3,3,1,3,2|9,5,2,1,3,4|0,0,2,0,1,0|2,1,3,0,1,6	2:3;0:2;3:2;6:3;4:5;5:5;4:2;6:3;1:3	13
38170583	112	11	6,4,3,1,2,7|3,7,3,1,2,0|3,1,2,0,0,6|1,3,3,1,3,2|2,8,2,1,3,4|6,1,2,0,0,4|5,9,3,0,1,0|7,7,2,0,1,7|5,6,3,1,3,5|4,2,2,0,1,3|4,7,2,1,3,4	4:2;3:2;7:2;0:3;5:3;7:3;0:3;6:2;4:4;2:3	13
38170583	112	11	1,7,3,1,2,6|2,5,3,1,3,5|8,7,2,1,3,4|0,3,3,0,1,4|4,2,3,0,0,5|1,2,3,0,0,4|4,5,3,0,0,7|3,6,2,0,1,2|4,1,3,0,0,0|8,4,3,1,2,0|0,4,2,0,0,3	3:2;2:2;4:3;5:3;4:2;0:3;4:3;0:3;6:3;5:3;7:3	13
38170583	112	11	7,7,2,1,3,4|1,0,3,0,1,3|6,6,3,0,1,0|5,4,3,0,1,6|2,8,2,0,0,1|0,8,2,1,3,1|3,1,2,0,0,2|2,6,3,0,1,3|5,9,3,0,1,2|5,6,3,1,2,2|8,2,2,1,3,0	2:3;6:3;0:3;3:3;1:2;0:2;2:3;3:3;2:2;4:2;1:2	13
38170583	112	11	7,4,3,0,1,6|4,6,2,1,3,2|1,5,3,0,1,7|4,2,3,1,3,0|0,3,3,0,1,0|2,6,2,1,2,2|7,1,2,0,0,3|2,9,3,0,1,4|2,0,3,0,0,0|5,1,2,1,2,4|9,6,2,1,3,6	4:3;2:2;0:3;6:5;3:2;2:2;4:2;0:6;7:3	13
38170583	112	11	0,3,3,0,0,1|9,6,3,1,2,2|5,7,3,1,3,2|5,0,3,1,3,2|5,4,3,0,1,3|5,3,3,0,1,6|0,8,3,0,1,3|3,2,2,0,1,3|3,3,2,0,0,2|0,9,2,0,1,4|0,5,2,1,2,6	3:3;2:3;4:2;6:5;3:3;2:3;3:2;2:3;1:3;2:2	13
38170583	112	11	3,3,3,0,1,5|0,0,3,1,3,6|4,5,2,1,3,7|7,5,2,1,3,4|5,4,2,1,2,0|9,7,3,1,3,2|3,8,3,0,1,3|6,8,2,1,3,2|1,4,3,1,2,4|9,4,3,1,2,4|2,0,2,0,0,2	2:2;4:3;5:3;4:3;7:2;0:2;4:2;3:3;6:3;2:5	13
38170583	112	11	3,7,2,1,2,3|7,4,2,1,2,4|6,6,3,0,1,6|2,2,3,0,0,3|9,4,2,1,3,5|3,5,2,1,2,7|7,3,3,0,1,1|5,6,2,1,3,1|2,3,3,1,3,0|5,0,3,1,2,4|8,8,2,1,2,0	0:3;1:2;4:5;7:2;3:3;0:2;3:2;5:2;1:3;6:3	13
38170583	112	11	2,7,2,1,3,0|0,0,3,0,1,6|7,7,3,0,0,1|0,1,3,0,1,0|4,4,3,1,2,7|6,2,2,0,0,6|9,3,3,1,3,4|0,5,3,1,3,0|3,9,3,0,0,5|8,4,3,1,2,7|1,2,3,1,3,4	7:3;0:3;6:2;4:6;1:3;0:3;5:3;6:3;7:3;0:2	13
38170583	112	11	5,6,2,0,1,6|5,9,2,0,1,1|8,6,2,1,2,4|6,2,3,1,2,0|5,1,2,1,2,6|0,3,2,0,1,3|3,2,2,1,2,2|6,8,2,0,0,0|3,7,3,0,0,6|2,5,2,1,2,4|7,1,3,0,0,0	0:5;4:2;6:2;3:2;2:2;4:2;6:2;0:3;6:3;1:2	13
38170583	122	12	6,0,3,0,1,4|3,0,3,0,0,1|2,6,3,0,1,0|1,1,3,1,2,4|6,3,3,0,0,2|9,5,3,1,2,1|4,1,3,0,0,4|4,3,3,1,3,7|0,4,2,1,3,7|6,2,2,0,1,5|1,7,3,1,2,2|6,7,2,1,3,2	1:3;4:3;1:3;4:6;2:3;5:2;7:3;2:3;7:2;0:3;2:2	14
38170583	122	12	5,4,2,0,1,7|6,7,3,1,2,7|0,7,2,0,1,5|2,8,3,0,0,1|4,1,3,1,2,1|3,6,2,1,3,1|0,5,2,0,1,1|7,7,3,1,2,0|0,2,2,1,3,4|6,0,3,0,1,4|6,3,3,0,1,6|7,6,2,0,0,3	1:6;7:5;4:2;5:2;4:3;0:3;1:4;3:2;6:3	14
38170583	122	12	5,4,3,0,0,2|2,3,3,0,0,0|5,6,2,0,0,6|3,0,2,0,0,1|3,7,3,0,0,4|5,1,3,0,0,4|2,5,3,0,1,2|7,3,2,0,1,5|2,8,2,1,2,1|1,3,3,1,2,6|1,0,2,1,2,5|6,8,2,0,0,5	5:4;1:2;4:3;2:3;5:2;6:3;2:3;4:3;1:2;6:2;0:3	14
38170583	122	12	8,3,2,0,1,1|3,5,3,0,1,5|2,3,3,1,3,7|7,7,3,1,2,0|5,4,2,0,1,4|8,6,3,1,2,4|0,6,2,0,1,0|9,5,2,1,3,5|5,8,2,1,2,7|0,8,2,0,0,2|4,1,3,0,1,2|3,7,3,0,1,3	4:3;0:5;2:3;4:2;5:2;7:2;1:2;5:3;3:3;7:3;2:2	14
38170583	122	12	1,1,3,0,1,3|2,2,2,0,0,7|6,0,3,0,1,1|3,3,2,0,0,0|4,6,3,1,3,6|0,4,3,0,0,4|5,5,2,1,2,0|7,9,3,0,0,0|0,0,2,1,2,2|3,0,2,0,1,5|6,7,2,0,1,7|0,8,2,0,1,7	7:2;6:3;0:3;7:2;0:2;2:2;1:3;5:2;7:2;3:3;0:2;4:3	14
38170583	122	12	3,5,3,1,2,1|4,7,3,1,2,4|4,6,3,0,1,3|2,8,2,0,0,0|9,6,3,1,3,4|3,4,2,0,0,1|9,0,2,1,3,3|4,1,2,1,2,1|1,1,3,0,1,3|8,1,2,1,3,1|1,9,3,0,1,0|6,7,2,0,1,0	1:3;0:2;1:2;0:3;3:3;0:2;1:2;3:3;1:2;4:6;3:2	14
38170583	122	12	4,7,2,1,2,3|0,7,2,1,3,0|3,4,3,0,0,1|3,3,2,0,0,7|8,2,2,0,1,1|0,6,2,0,1,5|1,5,2,0,1,5|3,6,2,0,1,7|5,7,2,0,1,4|3,7,2,1,2,1|4,1,3,0,0,3|8,1,2,0,1,5	1:3;0:2;1:2;7:2;5:4;1:2;3:3;4:2;7:2;3:2;5:2	14
38170583	122	12	2,4,2,1,3,6|3,5,2,1,3,7|6,1,3,0,0,0|6,6,3,1,3,4|7,6,3,1,2,0|7,3,2,0,0,2|5,0,2,0,0,1|6,9,2,0,1,4|3,8,2,1,3,5|0,2,3,1,2,3|5,1,2,1,2,4|1,2,3,1,2,5	4:3;2:2;4:2;5:3;3:3;4:2;6:2;0:3;5:2;0:3;7:2;1:2	14
38170583	122	12	5,2,3,1,3,5|3,6,3,1,2,0|8,7,2,0,0,4|7,8,2,0,1,1|9,5,2,1,2,5|1,6,3,1,3,6|6,7,2,0,0,7|8,9,2,0,0,0|4,0,3,0,1,6|1,3,2,1,2,5|2,5,3,1,3,3|0,1,2,1,3,1	6:3;1:2;0:2;7:2;6:3;4:2;5:3;0:3;1:2;5:2;3:3;5:2	14
38170583	122	12	0,4,3,0,0,3|4,1,3,0,1,6|8,3,3,1,3,0|4,7,3,1,2,0|2,5,2,0,1,3|9,6,2,1,2,3|9,3,3,1,2,6|7,6,2,0,1,5|4,0,2,0,1,3|5,8,2,0,1,2|1,0,2,1,2,6|2,8,2,0,0,7	5:2;6:3;3:3;2:2;3:2;0:3;6:3;3:4;6:2;7:2;0:3	14
38170583	122	12	3,2,3,0,0,6|8,4,3,1,3,2|2,4,3,1,3,7|5,3,3,0,1,1|6,6,2,1,2,3|3,8,3,0,0,6|0,7,3,1,3,7|7,7,3,0,1,2|9,2,2,1,2,4|2,0,3,1,2,0|4,0,2,0,0,7|3,1,2,0,1,4	6:3;4:2;7:2;2:6;4:2;7:3;0:3;3:2;7:3;6:3;1:3	14
38170583	122	12	8,5,3,1,3,2|6,5,3,1,3,1|6,1,2,1,3,7|6,4,3,0,1,2|4,3,3,1,3,1|4,0,3,0,0,6|3,5,3,1,2,6|0,7,3,0,1,4|9,1,3,1,2,5|1,5,2,1,2,6|2,2,3,1,2,5|6,3,3,0,0,6	2:3;6:3;5:3;6:3;1:6;2:3;6:5;7:2;4:3;5:3	14
38170583	132	13	8,1,3,1,3,6|3,1,2,0,1,2|1,1,2,1,3,6|7,4,2,1,2,3|4,7,2,1,3,7|9,1,2,1,2,3|0,8,3,0,1,0|7,8,2,0,1,7|2,4,3,0,1,4|7,6,3,0,0,2|1,4,2,1,3,4|4,5,2,0,0,5|4,6,3,0,0,1	7:2;3:2;4:3;2:2;6:3;5:2;1:3;2:3;3:2;4:2;6:2;7:2;0:3	15
38170583	132	13	8,3,2,1,3,4|2,7,3,1,2,0|2,3,2,0,1,3|6,7,3,0,0,3|7,8,3,0,1,3|0,5,2,0,0,1|1,6,2,0,0,1|1,2,2,1,3,5|4,6,2,1,3,0|1,4,3,0,0,0|6,6,2,0,1,2|9,1,2,1,3,7|6,2,3,1,2,4	0:3;2:2;3:3;0:2;1:2;7:2;4:5;5:2;0:3;3:5;1:2	15
